question,answer,context,task_category,source
"Kí ni ìtumọ̀ ọ̀rọ̀ Yorùbá pé, 'Bí a bá kìlọ̀ fólè, ká kìlọ̀ fóníṣu ẹ̀bá ọ̀nà'?","Ìtumọ̀ ọ̀rọ̀ Yorùbá náà, 'Bí a bá kìlọ̀ fólè, ká kìlọ̀ fóníṣu ẹ̀bá ọ̀nà', túmọ̀ sí pé ó ṣe pàtàkì kéèyàn kọ́ láti dáàbò bò ara wọn kúrò nínú ṣíṣe àwọn ìṣe tó lè dá ìjà ṣíṣe sílẹ̀, gẹ́gẹ́ bí o ṣe pàtàkì láti kìlọ̀ fún àwọn tó ń ṣe ìwà ìbàjẹ́. Ìwé mímọ̀ sọ pé, 'Ẹni tí ó wúwò ọkà ìkà, àti ara ilé rẹ̀; yóò jẹ iṣẹ́ rẹ̀.' Ó tọ́ka sí pé àwọn tó ń jẹ ìkà àti àwọn tó ń fààyè gba wọn láti ṣe bẹ́ẹ̀, gbogbo wọn dára pọ̀ nínú ẹ̀ṣẹ̀. Ọ̀rọ̀ yìí kọ́ wa láti mọ àhàmọ́ tó tọ́ sí àwọn tí wọ́n bá ń ṣe ìwà búburú àti àwọn tó ń jẹ́ kí wọn ṣe é, pẹ̀lú ìgbàgbọ́ pé àdínkù yóò bá ìwà ìbàjẹ́ tí ènìyàn bá ń kìlọ̀ fún àwọn ìlòkùlò àti àwọn tí wọn ń fa àyè gba wọn.","proverb: Bí a bá kìlọ̀ fólè, ká kìlọ̀ fóníṣu ẹ̀bá ọ̀nà.
meaning: The offender and the tempter both deserve blame.
",generation,proverbs.csv
"Kí ni ìtumọ̀ òwe Yorùbá pé: ""Ibi tí oyín gbé ńhó, tí àdó ńhó, ìfun ò dákẹ́ lásán""?","Òwe Yorùbá yìí túmọ̀ sí pé láìka bí ayé àwọn ènìyàn míìràn ṣe rí, kí ká máa fiyesì sí ìṣòro àti àwọn ìpèníjà táa ní lára wa fúnra wa. Ó tàbí sí pé, láìka ohun gbogbo tí ó lè máa ṣẹlẹ̀ ní ayé àwọn mìíràn yíká wa, ìṣòro àti ìpèníjà tiwa yẹ ká fọkàn tan. Ọ̀rọ̀ yìí mú kí a rí dájú pé ẹnikẹ́ni kò gbọdọ̀ fọwọ́ sowọ́pọ́ pẹ̀lú àìnílẹ́rò àti ìpèníjà ti ènìyàn ń dojú kọ láìka bí ìṣèlú tàbí ètò mìíràn ti ń lọ lọ́wọ́ ní ilé ayé.","proverb: Ibi tí oyín gbé ńhó, tí àdó ńhó, ìfun ò dákẹ́ lásán.
meaning: No matter what other people's preoccupations are, one should not ignore one's own problems.
",generation,proverbs.csv
Kí ló fa tí àwọn ènìyàn máa ń lo ìlànà àtàtà bí wọn bá dọ́gba pẹ̀lú ìṣòro tàbí òmíràn?,"Òwe Yorùbá wí pé, 'Bí awó ti ńlù lawó ti ńjó'. Èyí túmọ̀ sí pé, bí ipò tàbí ìṣòro kan ṣe rí, bẹ́ẹ̀ gẹ́gẹ́ ni ònà àbáyọ tó dára jùlọ síi. Nítorí náà, ènìyàn máa ń ṣàdánwò ọ̀pọ̀lọpọ̀ ònà láti rí ìyànjú tó yẹ fún ìṣòro náà dá lórí àpẹẹrẹ àti ìrírí tẹ́lẹ̀.","proverb: Bí awó ti ńlù lawó ti ńjó.
meaning: One's actions are best suited to the circumstances.
",generation,proverbs.csv
"Sọ ìtàn tí ó ní ìbáṣepọ̀ pẹ̀lú òwe yìí: 'Bí ó ti ńdun ọmọ ẹyẹ, bẹ́ẹ̀ ló ńdun ọmọ èèyàn'.","Owó ẹyẹ kò gbé e dòní, ọmọ ènìyàn naa kò gbé e lọla

Ní ilẹ̀ Yorùbá, àgbàlagbà kan wà ti ó jẹ́ oníṣòwò, ó ní oko tí ó tóbi tó ún jẹ ọlọ́rọ̀. Àgbàlagbà yìí máa ń pa àwọn ẹiyẹ tó bá fò wá sí oko rẹ̀ láti jẹ ọgbà rẹ̀. Ní ọjọ́ kan, ọmọdékùnrin kan rí i tí ó ń pa àwọn ẹyẹ, ó sì bá a dá sẹ́ria pé òun kò yẹ kí ó máa ṣe bẹ́ẹ̀ nítorí pé ohùn gbogbo ní ẹ̀mí.

Àgbàlagbà náà rẹ́rìn-ín, ó sì sọ fún ọmọdékùnrin náà pé èyí kì í ṣe ohun tó làkàkà, nítorí pé àwọn ẹyẹ náà ń bàá jẹ lópòlọpò. Ṣugbọn ọmọkùnrin náà dáhùn pé, 'Bí ó ti ńdun ọmọ ẹyẹ, bẹ́ẹ̀ ló ńdun ọmọ èèyàn.' Lẹ́yìn ìdàgbàsókè ìjàniláyà, àgbàlagbà náà ríi pé àwọn ẹyẹ náà náà ní ẹ̀mí. Ó yí ìpinnu rẹ̀ padà, ó bẹ̀rẹ̀ sí ṣètò ìdáàbòbò fún àwọn ẹyẹ naa nípa kíkọ́ àwọn ààyè tí wọn lè máa gbé láìfipá-àyíká jẹ májèlé.

Ní ópin, àgbàlagbà ní ànfààní sí ìlọ́mọ basement awọn àwọn ẹyẹ tí ó ti pa tẹ́lẹ̀, ó sì kọ́ ẹ̀kọ́ pé ìfẹ́ àti ìtọ́jú yẹ kí ó wà fún gbogbo èdá ayé, nítorí àìmọye ìgbà, ohun tí a fí sílẹ̀ fún ọmọ ọ̀pọ̀lọ lè dà bí àìní tí a gbàgbé tí ó sì pọ́njú dé bá ilé-ayé.","proverb: Bí ó ti ńdun ọmọ ẹyẹ, bẹ́ẹ̀ ló ńdun ọmọ èèyàn
meaning: Others feel hurt, just as one does.
",generation,proverbs.csv
Kí ni ètò àṣà àti ìtàn-àkọọ́lẹ̀ sọ nípa pàtàkì ìrònú ṣáájú ṣíṣe èyíkéyìí nínú àwọn ìpinnu wá?,"Bí ìfà bí ìfà lọmọdé fi ńdáràn wọlé, èyí túmọ̀ sí pé púpọ̀ nínú àwọn ìpinnu tá a bá ṣe láìrònú lẹ́ẹ̀kan náà lè fa ìpèníjà àti ìṣòro wá sí ẹbí àti àwùjọ wá. Ìtàn Yorùbá kún fún àwọn ìtàn tí wọ́n ń sọ nípa àwọn òbí tó n kojú ìṣòro àbí àjàkálẹ̀ àrùn nítorí àìmòye àwọn ìwà òdàlẹ́ àti àṣemáṣe àwọn ọmọ wọn. Ìdí nìyí tí o ṣe pàtàkì kí ọmọdé tí ń dàgbà gbọ́ àwọn ìtàn wọ̀nyí, kí ó sì kó ìrònú ṣáájú ṣíṣe, kí ó lè yẹra fún ṣíṣe àwọn ìpinnu tó lè fa ìrántí ọ̀fọ̀ fún ẹbí àti àwùjọ rẹ.","proverb: Bí ìfà bí ìfà lọmọdé fi ńdáràn wọlé.
meaning: A youth seldom realized what actions of his will involve his household in trouble.
",generation,proverbs.csv
"Kí ni ìpinnu àlàyé òwe Yorùbá: 'Bí òní ti rí, ọ̀la ò rí bẹ́ẹ̀, ni babaláwo-ó fi ńdÍfá lọ́rọọrún' tumọ̀ sí nípa àwọn ìpinnu àyípadà ní ayé?","Òwe Yorùbá yìí n tẹnumọ pàtàkì ti àyípadà àti ìmúra sílẹ̀ fún àwọn ìṣẹlẹ̀ tí kò dájú ní ọjọ́ iwájú. Ó túmọ̀ sí pé, nítorí pé a kò lè sọ pátó ohun tí ọjọ́ ọ̀la máa mú wá, ó ṣe pàtàkì kí a máa tún àwọn ìpinnu wa ṣe nígbà gbogbo láti bá àwọn àyípadà ti ó lè dáyọ lójú òpópónà ayé wa mú. Èyí lè jẹ́ nípa bí a ṣe ń ṣe ìrònú kíkankíkan nípa òṣèlú, ètò ẹ̀kọ́, tàbí nínú ìgbésí ayé tàbí iṣẹ́ tiẹ. Ó gbà wá níyànjú láti máa láyè gba àyípadà, kí a sì lo ọgbọ́n àti ìmọ̀ láti sa àsọtẹ́lẹ̀ àwọn ìpínlẹ̀ tó lè jẹ́ ìrònú lọ́jọ́ ọ̀la.","proverb: Bí òní ti rí, ọ̀la ò rí bẹ́ẹ̀, ni babaláwo-ó fi ńdÍfá lọ́rọọrún.
meaning: Since no one knows the future, one must constantly reassess one's decisions.
",generation,proverbs.csv
Báwo ni òwe Yorùbá sẹ se pàtàkì ní ilẹ̀ Yorùbá?,"Òwe Yorùbá jẹ ọ̀kan lára àwọn ohun ìní iṣe ọmọni ni ilẹ̀ Yorùbá, tí o ṣe pàtàkì gẹ́gẹ́ bí ọ̀nà ti àwọn baba ńlá wa fi ń gbà fi erí, ọgbọ́n àti ìmọ̀ kọ awọn iran tó mbọ lẹ́yìn. Gẹ́gẹ́ bí òwe ti sọ pé, 'Lábúlábú fara wé aró, kò lè ṣe bí aró; pòpòǹdó fara wé àgbàdo,' èyí túmọ̀ sí pé ẹnikẹ́ni kò gbọdọ̀ fẹ́ jù agbára rẹ̀ lọ. Òwe náà fihàn pé ó ṣe pàtàkì láti mọ ipò tìẹ̀ àti má ṣe gbìyànjú láti ṣe ohun tí kọjá agbára tàbí ẹ̀tọ́ rẹ̀. Nípasẹ̀ òwe, àwọn ọmọ Yorùbá kọ́ ẹ̀kọ́ nípa ọgbọ́n, ìjìnlẹ̀ àṣà àti ìgbàgbọ́ ọmọni láàrín àgbáyé, èyí tí o jẹ́ apá pàtàkì ti igbesi aye àti ẹkọ́-ìṣe ọmọni ni ilẹ̀ Yorùbá.","proverb: Lábúlábú [64] fara wé aró, kò lè ṣe bí aró; pòpòǹdó [65] fara wé àgbàdo.
meaning: One should know better than to attempt to overreach one's capabilities.
",generation,proverbs.csv
Kí ló mú kí òwe Yorùbá sọ pé 'Ìbéèrè kì í jẹ́ kí ẹni ó ṣìnà; ẹni tí kò lè béèrè ní ńnpọ́n ara ẹ̀ lójú'?,"Òwe Yorùbá yìí ń mú kí a mọ̀ pé pàtàkì ìbéèrè àti ìwádìí kò le è pèṣẹ rẹ̀ sílẹ̀ nígbàtí a bá ní ìṣòro tàbí aìmọye kan. Gẹ́gẹ́ bí àpẹẹrẹ, nígbàtí ọmọdé kan bá ń kọ́ iṣẹ́ ọwọ́, tí ó sì bá dé ibi tó nira fún un, dípò kí ó máa ronú ìdáhùn nikan láìfọwọ́ sí ẹnikẹ́ni, ó dára fún un láti béèrè lọ́wọ́ olùkọ́ rẹ̀ tàbí ẹni tó mọ nípa iṣẹ́ náà. Èyí kò ṣeé ṣe láìlùúgbà fún ìgbàgbọ́ pé ìbéèrè àti ìwádìí èyíkéyìí ń mú kí imọ̀ ènìyàn pọ̀ síi, dípò kí ó ṣe àfihàn ìrẹ̀lẹ̀ àti òye. Ní èyí, ìran Yorùbá gba wí pé, ó dára kí a mọ̀ pé àìlèbéèrè, tàbí kí a nípè kí a ti ara wa mọ́nà ìpinnu kọ̀ọ̀kan, le jẹ́ idiwọ gidi sí ìdàgbàsókè àti olùjèbúrù ní àwọn ipò kan. ","proverb: Ìbéèrè kì í jẹ́ kí ẹni ó ṣìnà; ẹni tí kò lè béèrè ní ńnpọ́n ara ẹ̀ lójú.
meaning: One should not be too obstinate or too proud to seek help when one needs it.
",generation,proverbs.csv
"Kí ni ìtàn àpilẹ̀kọ tí ó ṣe àfihàn òwe Yorùbá pé: ""Ìbẹ̀rẹ̀ òṣì bí ọmọ ọlọ́rọ̀ là ńrí""?","Ọjọ́ kan, ọkùnrin kan pinnu láti lọ jí Malúù agbélégbè arákùnrin rẹ̀. Ní ìbẹ̀rẹ̀, irin-àjò náà dùn ún, bí ó ti ń korin àti jó lọ nípa bí òun yóò ti rí ọlá àti ọrọ̀. Àmọ́ nígbà tí ó dé ibi tí malúù náà wà, ọkùnrin náà wá mọ̀ pé malúù náà ti ni ìjàmbá, tí gbogbo wọn sì ti kú. Ní báyìí, kò ní ohun tí ó lè jí lẹ́nu mọ́, ó sì padà sí ilé láìjé ohunkóhun lọ́wọ́. Irin-àjò náà tí ó bẹ̀rẹ̀ pẹ̀lú ayọ̀ òtítọ́, tó sì dà bíi pé ó lè mú ọrọ̀ wá, ló pari pẹ̀lú ibànújẹ́ àti òsì. Ẹ̀kọ́ tí a lè kọ láti ìtàn náà ni pé, kìí ṣe gbogbo ìdìtẹ́ báyìí ló máa ń fa òrè yèé. Nígbà mìíràn, bí ìbẹ̀rẹ̀ kan ṣe dùn tó, òpin rẹ̀ lè máa dáni lójú sí i.","proverb: Ìbẹ̀rẹ̀ òṣì bí ọmọ ọlọ́rọ̀ là ńrí.
meaning: A course of action that will lead to disaster often has a pleasant beginning.
",generation,proverbs.csv
"Kí ló fàá tí àwọn ará ìlú fi máa ń lo ọrọ̀ 'Bí nǹkan bá tán nílẹ̀, ọmọ ẹbọ a bọ́ síjó, àwọn tó wà níbẹ̀ a múra àti lọ' láti kọ́ni nípa igbẹ́hin sí iṣẹ́ tó bá yẹ?","Ọrọ̀ Yorùbá yìí dá lórí ìmọ̀ràn àti ìtọ́ni pé kí ènìyàn máa lọ láti ibi tí ojúṣe rẹ ti pari, kí òun máa bá a dọgbọn dúró síbi àìtọ́. Ìtumọ̀ rẹ̀ ló ń jẹ́ kí àwọn ènìyàn mọ̀ pé púpọ̀ ìgbà, láti yẹra fún ìjà àti ìpèníjà lọ́wọ́, ó dára láti kúrò níbẹ̀ tí a kò ní lópin si mọ. Ìwé àmọ̀ràn yìí mú kí àwọn ènìyàn kópa lórí ètò tó wá níwájú dípò ti wọn ò fi agbára jù lọ ní ibi tó ti kò yẹ. Gẹ́gẹ́ bí àṣà àti èrò inú ìtàn Yorùbá, èyí túmọ̀ sí pàtàkì ti ójúṣe àti iye àkókò, tí a fi lè yẹra fún ìgbàgbé ni ìgbésí ayé ilé ẹjọ́.","proverb: Bí nǹkán bá tán nílẹ̀, ọmọ ẹbọ a bọ́ síjó, àwọn tó wà níbẹ̀ a múra àti lọ.
meaning: One should not hang around after one's business is done.
",generation,proverbs.csv
"Kí ni ìtúmọ̀ ""Ta ní ńjẹun tájá ńjùrù?"" nínú ìgbésí ayé àwọn ẹni?","Òwe yìí ""Ta ní ńjẹun tájá ńjùrù?"" túmọ̀ sí ìgbagbọ́ pé ẹnikẹ́ni tó bá wà níbí tó kò yẹ kí ó wà tàbí ṣe ìfihàn gan-an nígbà tó yẹ kí ó fara pamọ́, bíi ẹni jẹun ní ibi tí kò yẹ. Òwe yìí ń kọ́ ẹni láti mọ̀ pé ìwà pẹ̀lẹ́ àti ìrèlẹ̀ níbi tó tọ́ sí í ṣe pàtàkì, kí a má baà dà bí aláìníbo, tí ìwà rẹ̀ rí bíi tájá tí ń jùrù ni àjàntálá. Ojúṣe ènìyàn ni láti mọ̀ ibi àti àkókò tó yẹ kó gbé ìgbésí ayé rẹ̀ díde, kí ó má ba à dá ara rẹ̀ sí ìrora tàbí láti jẹ̀bi ní ojú àwọn ènìyàn.","proverb: Ta ní ńjẹun tájá ńjùrù?
meaning: Said to tell off people who make their presence felt when they should rather make themselves scarce.
",generation,proverbs.csv
"Báwo ni òwe 'Atipo ò mọ erèé; ó ní, “Bàbá, mo réwé funfun lóko.”' ṣe le ṣàfihàn nínú ètò ẹ̀kọ́?","Òwe Yorùbá, gẹ́gẹ́ bíi 'Atipo ò mọ erèé; ó ní, “Bàbá, mo réwé funfun lóko.”', tí túmọ̀ sí pé 'Ignorance is a curse', jẹ́ ọ̀kan lára àwọn àmì èyí tí yóò jẹ́ ki àwọn ọmọdé mọ̀ pàtàkì ìmọ̀ àti èkó. Nínú ètò ẹ̀kọ́, a lè mú àwọn ọmọ wa lọ sí ìgbèríkò tàbí láti lọ wò àwọn ohun-èlò ìgbàdùn ní ilé ọnà àti ìtàn, kí wọ́n lè rí i pé, láìmọ̀ bí àwùjọ̀ wọn tí ń gbé láàyè jẹ́ byproduct ti ìmọ̀ àti ìwádìí àwọn ẹni-iṣẹ́ ṣaájú. Nípasẹ̀ èyí, ọ̀rọ̀ òwe náà le di ohun ìkẹ́kọ̀ọ́ fún wọn, kí wọ́n lè mọ̀ pé ìmọ̀ ló ṣe pàtàkì fún ìgbésí ayé àti ìlọsiwaju ọlájù, yálà nínú ètò ẹ̀kọ́, iṣẹ́ ọwọ́, tàbí nípa imọ̀-èrò àti sáyẹ́nsì.","proverb: Atipo ò mọ erèé; ó ní, “Bàbá, mo réwé funfun lóko.”
meaning: Ignorance is a curse.
",generation,proverbs.csv
Kini ìtumọ̀ òwí: 'Àbá ní ńdi òtítọ́; ojo ni kì í jẹ́ ká da'?,Òwí nà sọ pé láìṣe kò sí bí a ṣe lè déédé àṣeyọrí. Ó túmọ̀ sí pé ènìyàn gbọdọ̀ ṣiṣẹ́ tákuntakun kí ó tó lè rí èrè àwọn àṣeyọrí tó bá fẹ́ ní ayé. Ó dá lórí ìgbàgbọ́ pé ìṣègbéyà àti ìtara ló máa ń gbe ènìyàn lọ sí ìwọ̀ ojú-ọ̀nà àṣeyọrí.,"proverb: Àbá ní ńdi òtítọ́; ojo ni kì í jẹ́ ká da.
meaning: Without striving, one accomplishes nothing.
",generation,proverbs.csv
Kí ni ìtumọ̀ 'Má bà á lòògùn ẹ̀tẹ̀'?,"Òwe Yorùbá náà, 'Má bà á lòògùn ẹ̀tẹ̀', túmọ̀ sí pé ṣíṣe àyèwò ohun tí a bá fẹ́ ṣe dáadáa kí a tó wọlé sí i, ati yíyẹra fún àwọn ohun tí lè fà wàhálà tabi àìsàn, jẹ́ ọgbọ́n tí ó níyelórí. Òwe yìí ń kọ́ni pé, dípò kí a lo àkókò àti agbára nípa wíwá òògùn fún ẹ̀tẹ̀ tí a ti bá jẹ́ tẹ́lẹ̀, ó dára kí a yago fún fífà ṣe é ní ìbẹ̀rẹ̀.","proverb: Má bà á loògùn ẹ̀tẹ̀.
meaning: The best way out of trouble is not to get into it in the first place.
",generation,proverbs.csv
Báwo ni àwọn Yorùbá ṣe ń wo ọ̀rọ̀ nípa fifi ara ṣe ohun tí a kò lágbára?,"Lórí ìdílé Yorùbá, a gbàgbọ́ pé kíkójú maṣe fi ara gba iṣẹ́ tí a kò ní àgbára. Ojúṣe ẹnikẹni ni láti mọ àwọn agbára àti àìlágbára rẹ, àti láti ṣiṣẹ́ lórí nàwon. Èyí jẹ́ ìdí tí a fi ní oúnjẹ òfin mẹta nínú àṣà àti òfin Yorùbá: ọ̀kan fún ara, ọ̀kan fún ẹbí, àti ọ̀kan fún àwùjọ. Ibáṣepọ̀ pẹ̀lú àwùjọ túmọ̀ sí láti ṣe àwọn iṣẹ́ tí a le ṣe dáadáa, kíkójú aṣíwájú sórí àwọn iṣẹ́ tí a kò ní àgbára le ṣe ara rẹ àti àwùjọ ní ìkọsẹ̀. Bí oúnjẹ òfin ṣe n kọ́ wa pé 'Àwúrèbeé ní òún lè yẹ̀nà; ta ní jẹ́ tọ ọ̀nà àwúrèbe?', èyí tumọ̀ sí pé a kò gbọdọ̀ fi ara wa sí ipò tí a kò lágbára láti ṣàṣeyọrí nínú rẹ̀.","proverb: Àwúrèbeé ní òún lè yẹ̀nà; ta ní jẹ́ tọ ọ̀nà àwúrèbe?
meaning: One should not offer one's services where one's abilities are inadequate.
",generation,proverbs.csv
Kí ni ìtumọ̀ àkójọpọ̀ ọ̀rọ̀ pé Bámijókòó làbíkú ńjẹ́; ẹni tí ò bímọ rí ò gbọdọ̀ sọ Ọmóláriwo?,"Àkójọpọ̀ ọ̀rọ̀ yìí túmọ̀ sí pé àwọn ènìyàn máa ń ṣọfọ nígbà tí àbíkú bá kú, ṣùgbọ́n ẹni tí kò tíì rí ìrírí bí i mọ kò gbọdọ̀ sọrọ̀ nípa ìrírí bíi mọ, tí ò díẹ̀ nínú rẹ̀ dúró bíi òwúrọ̀, àrọ̀, àti alẹ́ òtítọ́ àgbáyé. Ọ̀rọ̀ náà ń bẹnu àtẹ́ lu àlàáfíà tó ń bẹ láàrín ìrin àjò àìrírí ọmọ àti ìbànújẹ́ tí ò dáwọ̀ dúró tí wọ́n ní láti kojú mọ́.","proverb: Bámijókòó làbíkú ńjẹ́; ẹni tí ò bímọ rí ò gbọdọ̀ sọ Ọmọ́láriwo.
meaning: A reference to the crying that accompanies the death of an àbíkú.
",generation,proverbs.csv
"Kíni ìtumọ̀ ọ̀rọ̀ pé 'Àdán tó sùn sídìí ọsàn ò rí he, áḿbọ̀sì oódẹ tó ní òún jí dé'?","Òwe náà 'Àdán tó sùn sídìí ọsàn ò rí he, áḿbọ̀sì oódẹ tó ní òún jí dé' túmọ̀ sí pé ẹni tó bá ní ìfaradà, tí kò sì kánjú láti jà fún ohun tí ó fẹ́, yóò rí ìbùkún àti èrè rẹ ṣáájú ẹni tí kò ní ìfaradà náà. Ó jẹ́ ọ̀rọ̀ ẹ̀kọ́ fún wa pé ìfaradà àti ìsínsìnyí jẹ́ ìpílẹ̀ fún àṣeyọrí ati ti pe, ó nípa lágbára lórí ikánjú àti ìjáafà.","proverb: Àdán tó sùn sídìí ọsàn ò rí he, áḿbọ̀sì oódẹ tó ní òún jí dé.
meaning: The more persistent person will surely be rewarded before the less persistent.
",generation,proverbs.csv
Ṣàlàyé lórí bí àwọn ajìjàgbara Yorùbá ṣe kówòó sílẹ̀ lásìkò ìjàgbara,"Lásìkò ìjàgbara kan tí o wáyé ní ilé Yorùbá, àwọn ajìjàgbara Yorùbá gbéra láti kọju ìjà sí àwọn tí ó ń gbéjà kó wọn. Wọ́n gbégun ìjà tó tẹnu mọ́ ààyò àwọn ènìyàn àti ìlànà àṣà ilẹ̀ Yorùbá léyi tí wọ́n gbà gbọ́ pé ó yẹ kí wọn máa fi lè wàra. Nípasẹ̀ rírìn-àjò lààárín ilé ìjọsìn wọn, ìkọlù àwọn ilè tí a ń kóǹgbẹ̀, àti sisí ẹnu kò sí àtúnyẹwò ìlànà àṣà, wọ́n kàn sí ẹ̀yìn òfin àti ìlànà ilẹ̀ wọn. Lára àwọn ajìjàgbara Yorùbá, ìgbàgbọ́ wọn ní nu ìfarada àti ìtẹ̀síwájú pọ̀ lójú pọ̀ síi nínú òwe Yorùbá tí ó wí pé, 'Àgbólà ni tàgbọ̀nrín; ọjọ́ tí àgbọ̀nrín bá gbó ni ọjọ́ ikú-u rẹ̀ ńyẹ̀.' Èyí túmọ̀ sí pé láìka àwọn ìtakora àti ṣíṣe àkóbá fún àwọn àṣà àti àwọn ìlànà ilẹ̀, níkẹyìn, àwọn ìgbèkùn àti àyèpadà tírẹ̀ lè dójú ìtùnú àti ìlera wá fún àwọn ènìyàn ilẹ̀ náà. Ní báyìí, ẹ̀kọ́ tó pọ̀ nínú ìtàn àwọn ajìjàgbara Yorùbá nìyí; bí a ṣe lè kọjú àwọn ìṣòro láìfòyà, pẹ̀lú ìgbàgbọ́ nínú ìjàféẹ́, tí a bá le gbé ìrètí, tí a sì gbagbọ́ ní àwọn ìlànà onírẹ̀lẹ̀ àti àṣà.","proverb: Àgbólà ni tàgbọ̀nrín; ọjọ́ tí àgbọ̀nrín bá gbó ni ọjọ́ ikú-u rẹ̀ ńyẹ̀.
meaning: Every reverse portends good fortune in the end.
",generation,proverbs.csv
Kíni ìtumọ̀ òwe Yorùbá: 'Ìlẹ̀kẹ̀-ẹ́ gbé orí àtẹ wu ọ̀lẹ?',"Òwe Yorùbá náà, 'Ìlẹ̀kẹ̀-ẹ́ gbé orí àtẹ wu ọ̀lẹ,' túmọ̀ sí wipe ẹni tí kò ní sísẹ́ láìláìká, tí ó nílò àwọn ohun èlò àlàáfíà, kò ní ní àǹfààní láti ní wọn. Ó dá lórí ẹdá ènìyàn láti ṣiṣẹ́ takuntakun kí wọ́n lè ṣe àṣeyọrí àti ní àwọn ohun tí wọ́n fẹ́ ní ayé.","proverb: Ìlẹ̀kẹ̀-ẹ́ gbé orí àtẹ wu ọ̀lẹ.
meaning: The feckless person can only admire desirable things, but will not have the means to purchase them.
",generation,proverbs.csv
"Kí ni ìtumọ̀ àkọ́lé ""Àìtètèmólè, olèé mólóko"" nínú ìgbésí ayé òní?","Àìtètèmólè, olèé mólóko

Àkọ́lé yìí tọ́ka sí pàtàkì ìrèlè àti ìmísí nípa àwọn tí a bá ń gbé pẹ̀lú. Ó túmọ̀ sí pé tí a kò bá ṣọ́ra, tí a kò sì jàǹfààni láti mọ̀ ọ́n mọ̀, àwọn tí a ro pé wọ́n jẹ́ olè, tí wọ́n sì ni èrò búburú lè yípadà, ti wọ́n sì bá wa mú èrè ọ̀já ìgbésí ayé. Ó túmọ̀ sí pé àwa náà gbọdọ̀ jẹ́ alátìlẹ́yìn, alágbára àti aláànírètí nígbà gbogbo láti máa dáàbò bò ara wa lọ́wọ́ ènìyàn bíbẹ̀ẹ̀kọ́, a lè jẹrà sí ìfipábánilòpọ̀. Ìtumọ̀ yìí kókó jẹ́ kí a mọ̀ pé àwọn ènìyàn tó lágbára láti gún ọrìṣà oke lóko, ní àgbárá láti yí ìpinu àti èrè ìgbésí ayé padà fún tíwọn nígbà tí a bá kùnà láti jẹ́ alágbátẹ́rù.","proverb: Àìtètèmólè, olèé mólóko.
meaning: One must be alert in dealing with slippery people; otherwise they turn the tables on one.
",generation,proverbs.csv
Kí ló fa tí àwọn ẹni tí ó ń wá iṣẹ́ ṣì fi ń gba iṣẹ́ àwọn agbègbè tó leèso kí wọ́n tó wá iṣẹ́ tí ó dára jù?,"Ìtàn aye jẹ́ apẹẹrẹ pípé fún òwe Yorùbá náà pé 'Wọ́n torí ajá ńlóṣòó lọ fowó rọ̀bọ.' Ó túmọ̀ sí pé àwọn eniyan máa ń gba iṣẹ́ àwọn agbègbè nítorí pé wọ́n ro ó ní àbọ̀, àti pé iṣẹ́ yìí lè jẹ ààyè fún wọn láti ṣe ojúṣe lásìkò ti wọ́n ṣì ń retí iṣẹ́ mímọ́ tó dara jù lọ. Ìdí náà ni pé, láàyò kíkún kò ṣee rí tí a kò bá fi sùúrù jẹ àwùjọ àti wíwà ní ìrọ̀rùn; ó dára láti ṣiṣẹ́ kankan ju kí a má ṣiṣẹ́ rárá lọ. Sùgbọ́n, ó ṣe pàtàkì pé kí ènìyàn máa ṣọra kí wọ́n má bàa di iṣẹ́ náà mọ́ títí tí wọ́n kò fi ṣeé ṣe àwọn àlá wọn mọ́.","proverb: Wọ́n torí ajá ńlóṣòó lọ fowó rọ̀bọ.
meaning: One should not pass up something useful for something useless simply because the latter looks better.
",generation,proverbs.csv
